Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number,Scraped At
Kingston FURY Beast 128 GB (4 x 32 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/315e07375f481e900ace3c889f1712ec.256p.jpg,https://pcpartpicker.com/product/mjrRsY/kingston-fury-beast-128-gb-4-x-32-gb-ddr4-3200-cl16-memory-kf432c16bbk4128,152640.0,Kingston,KF432C16BBK4/128,DDR4-3200,288-pin DIMM (DDR4),4 x 32GB,$10.212,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:29.338Z
TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory,,https://pcpartpicker.com/product/D67scf/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-ff4d532g6400hc32adc01,61890.0,TEAMGROUP,FF4D532G6400HC32ADC01,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$16.562,White,10 ns,32.0,1.35 V,32-39-39-84,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:31.329Z
Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/4881bdf9c1572ba6ceabf1fcbf5c361b.256p.jpg,https://pcpartpicker.com/product/Nn9wrH/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000c30w,129736.0,Corsair,CMH64GX5M2B6000C30W,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$17.359,White / Silver,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:36.330Z
G.Skill Aegis 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/mcH8TW/gskill-aegis-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gis,18752.0,G.Skill,F4-3200C16D-16GIS,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$10.036,Red / Black,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,No,,2026-01-20T22:02:37.336Z
Supermicro MEM-DR412L-SL02-LR26 128 GB (1 x 128 GB) Registered DDR4-2666 CL22 Memory,,https://pcpartpicker.com/product/yLYLrH/supermicro-128gb-1-x-128gb-registered-ddr4-2666-memory-mem-dr412l-sl02-lr26,,Supermicro,MEM-DR412L-SL02-LR26,DDR4-2666,288-pin DIMM (DDR4),1 x 128GB,,Green / Black,16.504 ns,22.0,1.2 V,,ECC / Registered,No,,2026-01-20T22:02:38.341Z
Corsair Vengeance RGB Pro SL 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/bjjNnQ/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-cmh32gx4m2d3600c18w,36316.0,Corsair,CMH32GX4M2D3600C18W,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,$9.375,White / Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:40.335Z
G.Skill Aegis 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory,,https://pcpartpicker.com/product/FNprxr/gskill-aegis-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-f4-3000c16d-16gisb,15637.0,G.Skill,F4-3000C16D-16GISB,DDR4-3000,288-pin DIMM (DDR4),2 x 8GB,$7.499,Black / Red,10.667 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,No,,2026-01-20T22:02:41.338Z
Kingston HyperX Fury 8 GB (1 x 8 GB) DDR4-2666 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/3e14bdadb1762c04785fc84384277313.256p.jpg,https://pcpartpicker.com/product/Fb7p99/kingston-hyperx-fury-8-gb-1-x-8-gb-ddr4-2666-cl16-memory-hx426c16fb38,,Kingston,HX426C16FB3/8,DDR4-2666,288-pin DIMM (DDR4),1 x 8GB,,Black,12.003 ns,16.0,1.2 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:43.332Z
Crucial Ballistix 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/BxTzK8/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3200-memory-bl2k8g32c16u4b,,Crucial,BL2K8G32C16U4B,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:45.341Z
G.Skill Trident Z5 Royal Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/NfPv6h/gskill-trident-z5-royal-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3036g32gx2-tr5ns,111519.0,G.Skill,F5-6000J3036G32GX2-TR5NS,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$14.922,Silver,10 ns,30.0,1.4 V,30-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:46.329Z
Corsair Dominator Platinum 64 GB (4 x 16 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/a18df498ce92e05fcaec732ed3960cde.256p.jpg,https://pcpartpicker.com/product/nKp323/corsair-memory-cmd64gx4m4c3200c16,104981.0,Corsair,CMD64GX4M4C3200C16,DDR4-3200,288-pin DIMM (DDR4),4 x 16GB,$14.047,Black / Silver,10 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:48.338Z
G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/PBM48d/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-tz5nr,47877.0,G.Skill,F5-6000J3636F16GX2-TZ5NR,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.812,Black,12 ns,36.0,1.35 V,36-36-36-96,Non-ECC / Unbuffered,No,,2026-01-20T22:02:49.341Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-8000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/cfea52e1ea2b5f3449014e0a12ffeaae.256p.jpg,https://pcpartpicker.com/product/pYNscf/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-8000-cl36-memory-cmh32gx5m2x8000c36,70414.0,Corsair,CMH32GX5M2X8000C36,DDR5-8000,288-pin DIMM (DDR5),2 x 16GB,$18.843,Black / Gray,9 ns,36.0,1.5 V,36-48-48-98,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:51.335Z
Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-5200 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,https://pcpartpicker.com/product/t4fnTW/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbak2-16,29193.0,Kingston,KF552C40BBAK2-16,DDR5-5200,288-pin DIMM (DDR5),2 x 8GB,$15.624,Black,15.385 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:53.331Z
Klevv FIT V 32 GB (2 x 16 GB) DDR5-5600 CL30 Memory,https://m.media-amazon.com/images/I/31oQ-y5fC2L.jpg,https://pcpartpicker.com/product/wKYRsY/klevv-fit-v-32-gb-2-x-16-gb-ddr5-5600-cl30-memory-kd5agu880-56k300f,45541.0,Klevv,KD5AGU880-56K300F,DDR5-5600,288-pin DIMM (DDR5),2 x 16GB,$12.187,White,10.714 ns,30.0,1.25 V,30-36-36-88,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:57.334Z
G.Skill Trident Z5 CK RGB 48 GB (2 x 24 GB) DDR5-9600 CL46 Memory,,https://pcpartpicker.com/product/k39nTW/gskill-trident-z5-ck-rgb-48-gb-2-x-24-gb-ddr5-9600-cl46-memory-f5-9600c4658h24gx2-tz5crk,,G.Skill,F5-9600C4658H24GX2-TZ5CRK,DDR5-9600,288-pin DIMM (DDR5),2 x 24GB,,Black,9.583 ns,46.0,1.45 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:57.334Z
Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/97232484080d76f60c340829feff8fb4.256p.jpg,https://pcpartpicker.com/product/DMkH99/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bweak2-64,86412.0,Kingston,KF560C30BWEAK2-64,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$11.562,White,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:02:58.338Z
Patriot Viper Elite 5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://m.media-amazon.com/images/I/31KJlo44q+L.jpg,https://pcpartpicker.com/product/N48Pxr/patriot-viper-elite-5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pver532g60c30kw,51380.0,Patriot,PVER532G60C30KW,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$13.750,White,10 ns,30.0,1.35 V,30-40-40-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:02.338Z
Lexar THOR OC 32 GB (2 x 16 GB) DDR5-6000 CL32 Memory,,https://pcpartpicker.com/product/xtqrxr/lexar-thor-oc-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-ld5u16g60c32lg-rud,,Lexar,LD5U16G60C32LG-RUD,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,,Black / Gold,10.667 ns,32.0,1.35 V,32-38-38-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:02.338Z
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/6jBTwP/gskill-trident-z-rgb-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c18d-16gtzrx,20126.0,G.Skill,F4-3600C18D-16GTZRX,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$10.772,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:02.339Z
G.Skill Trident Z5 Neo RGB 96 GB (2 x 48 GB) DDR5-6000 CL28 Memory,,https://pcpartpicker.com/product/CZfV3C/gskill-trident-z5-neo-rgb-96-gb-2-x-48-gb-ddr5-6000-cl28-memory-f5-6000j2836f48gx2-tz5nr,128451.0,G.Skill,F5-6000J2836F48GX2-TZ5NR,DDR5-6000,288-pin DIMM (DDR5),2 x 48GB,$11.458,Black,9.333 ns,28.0,1.35 V,28-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:06.336Z
Kingston ValueRAM 8 GB (1 x 8 GB) DDR5-4800 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/48baeddbd4594c3177ff37acd0ec3bb5.256p.jpg,https://pcpartpicker.com/product/hqkH99/kingston-valueram-8-gb-1-x-8-gb-ddr5-4800-cl40-memory-kvr48u40bs6-8,,Kingston,KVR48U40BS6-8,DDR5-4800,288-pin DIMM (DDR5),1 x 8GB,,Green,16.667 ns,40.0,1.1 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:03:07.343Z
Kingston FURY Renegade 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/c0c275463261956ce864a9d7ff1415bc.256p.jpg,https://pcpartpicker.com/product/D2XJ7P/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32rsk2-32,49511.0,Kingston,KF564C32RSK2-32,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$13.250,Silver / Black,10 ns,32.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:08.330Z
ADATA XPG Lancer Blade 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/3190e28306e4fabc7a8f363ddbf08a22.256p.jpg,https://pcpartpicker.com/product/Gk88TW/adata-xpg-lancer-blade-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ax5u6000c3016g-dtlabbk,79398.0,ADATA,AX5U6000C3016G-DTLABBK,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$21.247,Black,10 ns,30.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:11.330Z
Timetec PINNACLE Konduit 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/vHzXsY/timetec-pinnacle-konduit-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-pkmd4u36c18fnhb16gk2,24522.0,Timetec,PKMD4U36C18FNHB16GK2,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,$6.562,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:12.335Z
G.Skill Trident Z5 RGB 48 GB (2 x 24 GB) DDR5-8400 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/74ca8bc876958ab560190cae0f349c69.256p.jpg,https://pcpartpicker.com/product/2VCZxr/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-8400-cl40-memory-f5-8400j4052g24gx2-tz5rk,66561.0,G.Skill,F5-8400J4052G24GX2-TZ5RK,DDR5-8400,288-pin DIMM (DDR5),2 x 24GB,$11.875,Black,9.524 ns,40.0,1.4 V,40-52-52-134,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:13.340Z
Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/2d5f8a5348178d69f75557c090aed328.256p.jpg,https://pcpartpicker.com/product/YNVmP6/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmt32gx5m2x6000c36,67728.0,Corsair,CMT32GX5M2X6000C36,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$18.125,Black,12 ns,36.0,1.25 V,36-38-38-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:16.338Z
Kingston FURY 32 GB (2 x 16 GB) DDR5-5600 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/2ed5b9381e57e440ea8756d8f185827e.256p.jpg,https://pcpartpicker.com/product/HDZXsY/kingston-fury-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-kf556c40bwak2-32,,Kingston,KF556C40BWAK2-32,DDR5-5600,288-pin DIMM (DDR5),2 x 16GB,,White,14.286 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:21.340Z
G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL26 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/e1189d199f09b7ee0e9cb4e8cefbb503.256p.jpg,https://pcpartpicker.com/product/V9pD4D/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl26-memory-f5-6000j2636h16gx2-tz5nr,65393.0,G.Skill,F5-6000J2636H16GX2-TZ5NR,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$17.500,Black,8.667 ns,26.0,1.45 V,26-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:21.340Z
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3000 CL14 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/142f2defa0ac4754e0476bb5440946ee.256p.jpg,https://pcpartpicker.com/product/p2mxFT/gskill-memory-f43000c14d16gvr,,G.Skill,F4-3000C14D-16GVR,DDR4-3000,288-pin DIMM (DDR4),2 x 8GB,,Red,9.333 ns,14.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:21.340Z
G.Skill Ripjaws S5 64 GB (2 x 32 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/5ab2f3645c54dc6a14d2efada8f011c8.256p.jpg,https://pcpartpicker.com/product/6npQzy/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-rs5k,88748.0,G.Skill,F5-6000J3636F32GX2-RS5K,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$11.719,Black,12 ns,36.0,1.35 V,36-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:25.331Z
Kingston KCP421ND8/16 16 GB (1 x 16 GB) DDR4-2133 CL15 Memory,,https://pcpartpicker.com/product/xqNv6h/kingston-16gb-1-x-16gb-ddr4-2133-memory-kcp421nd816,12820.0,Kingston,KCP421ND8/16,DDR4-2133,288-pin DIMM (DDR4),1 x 16GB,$6.861,Green / Black,14.065 ns,15.0,1.2 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:03:25.332Z
TEAMGROUP T-Force Delta RGB 64 GB (2 x 32 GB) DDR5-6000 CL38 Memory,https://m.media-amazon.com/images/I/41X+CHFnLmL.jpg,https://pcpartpicker.com/product/kmP8TW/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ff4d564g6000hc38adc01,122133.0,TEAMGROUP,FF4D564G6000HC38ADC01,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$12.812,White,12.667 ns,38.0,1.35 V,38-38-38-78,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:26.336Z
Crucial Pro Overclocking 16 GB (1 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/pZCZxr/crucial-pro-overclocking-16-gb-1-x-16-gb-ddr5-6000-cl36-memory-cp16g60c36u5b,,Crucial,CP16G60C36U5B,DDR5-6000,288-pin DIMM (DDR5),1 x 16GB,,Black,12 ns,36.0,1.35 V,36-38-38-80,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:30.334Z
G.Skill Flare X5 128 GB (2 x 64 GB) DDR5-6000 CL32 Memory,,https://pcpartpicker.com/product/BDm2FT/gskill-flare-x5-128-gb-2-x-64-gb-ddr5-6000-cl32-memory-f5-6000j3244g64gx2-fx5,176329.0,G.Skill,F5-6000J3244G64GX2-FX5,DDR5-6000,288-pin DIMM (DDR5),2 x 64GB,$11.797,Black,10.667 ns,32.0,1.4 V,32-44-44-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:30.334Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-7200 CL34 Memory,,https://pcpartpicker.com/product/fKytt6/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-cmh32gx5m2x7200c34,68132.0,Corsair,CMH32GX5M2X7200C34,DDR5-7200,288-pin DIMM (DDR5),2 x 16GB,$15.625,Black,9.444 ns,34.0,1.45 V,34-44-44-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:30.335Z
Crucial CT51264BA160B 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory,,https://pcpartpicker.com/product/jnckcf/crucial-memory-ct51264ba160b,1634.0,Crucial,CT51264BA160B,DDR3-1600,240-pin DIMM (DDR3),1 x 4GB,$3.498,Green,13.75 ns,11.0,1.5 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:03:35.341Z
Crucial CT2K16G56C46U5 32 GB (2 x 16 GB) DDR5-5600 CL46 Memory,,https://pcpartpicker.com/product/6Znypg/crucial-ct2k16g56c46u5-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-ct2k16g56c46u5,44257.0,Crucial,CT2K16G56C46U5,DDR5-5600,288-pin DIMM (DDR5),2 x 16GB,$11.812,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:03:35.341Z
Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/7nprxr/corsair-vengeance-lpx-32gb-4-x-8gb-ddr4-3200-memory-cmk32gx4m4z3200c16,36316.0,Corsair,CMK32GX4M4Z3200C16,DDR4-3200,288-pin DIMM (DDR4),4 x 8GB,$9.718,Black / Yellow,10 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:35.342Z
Kingston FURY 32 GB (1 x 32 GB) DDR5-5600 CL40 Memory,https://m.media-amazon.com/images/I/31s00hlawxL.jpg,https://pcpartpicker.com/product/Q9cgXL/kingston-fury-32-gb-1-x-32-gb-ddr5-5600-cl40-memory-kf556c40bwa-32,,Kingston,KF556C40BWA-32,DDR5-5600,288-pin DIMM (DDR5),1 x 32GB,,White,14.286 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:42.343Z
Crucial CT2K16G56C46S5 32 GB (2 x 16 GB) DDR5-5600 SODIMM CL46 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/6e6667bb20a2dbda26b2ab8b54d952d3.256p.jpg,https://pcpartpicker.com/product/Yj26Mp/crucial-ct2k16g56c46s5-32-gb-2-x-16-gb-ddr5-5600-sodimm-cl46-memory-ct2k16g56c46s5,37834.0,Crucial,CT2K16G56C46S5,DDR5-5600,262-pin SODIMM (DDR5),2 x 16GB,$10.000,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:03:42.343Z
Kingston FURY Renegade 64 GB (2 x 32 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/0c955745d7c34e6f227851ceba6b0ca1.256p.jpg,https://pcpartpicker.com/product/rRmmP6/kingston-fury-renegade-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-kf432c16rbk264,128572.0,Kingston,KF432C16RBK2/64,DDR4-3200,288-pin DIMM (DDR4),2 x 32GB,$17.203,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:43.332Z
G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory,https://m.media-amazon.com/images/I/41z7Yocy0HL.jpg,https://pcpartpicker.com/product/YcZ9TW/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-rs5k,54883.0,G.Skill,F5-6400J3239G16GX2-RS5K,DDR5-6400,288-pin DIMM (DDR5),2 x 16GB,$14.623,Black,10 ns,32.0,1.4 V,32-39-39-102,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:47.329Z
V-Color Manta XSky RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/BZKnTW/v-color-manta-xsky-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-tmxsal1660836kwk,42038.0,V-Color,TMXSAL1660836KWK,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$11.250,Black,12 ns,36.0,1.25 V,36-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:47.329Z
Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/894ce2f4aaaf96e8a0cc61288f9ff27d.256p.jpg,https://pcpartpicker.com/product/Pt88TW/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-cmh64gx5m2b6400c32,132655.0,Corsair,CMH64GX5M2B6400C32,DDR5-6400,288-pin DIMM (DDR5),2 x 32GB,$17.187,Black / Gray,10 ns,32.0,1.4 V,32-40-40-84,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:47.329Z
Corsair Vengeance RGB Pro SL 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/D8FKHx/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmh32gx4m2e3200c16,32579.0,Corsair,CMH32GX4M2E3200C16,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$8.718,Black,10 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:51.330Z
Silicon Power SP016GBLFU320X02 16 GB (1 x 16 GB) DDR4-3200 CL22 Memory,,https://pcpartpicker.com/product/f6C48d/silicon-power-sp016gblfu320x02-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-sp016gblfu320x02,11021.0,Silicon Power,SP016GBLFU320X02,DDR4-3200,288-pin DIMM (DDR4),1 x 16GB,$5.674,,13.75 ns,22.0,1.2 V,,Non-ECC / Unbuffered,No,,2026-01-20T22:03:51.330Z
PNY XLR8 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/sn38TW/pny-xlr8-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-md16gk2d4320016axr,21429.0,PNY,MD16GK2D4320016AXR,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$11.469,Black / Red,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:52.333Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-5200 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/b2d107d629e656f9f435ce9bd604f7e0.256p.jpg,https://pcpartpicker.com/product/nvM48d/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40,50796.0,Corsair,CMH32GX5M2B5200C40,DDR5-5200,288-pin DIMM (DDR5),2 x 16GB,$13.593,Black,15.385 ns,40.0,1.25 V,40-40-40-77,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:55.329Z
Crucial Pro 96 GB (2 x 48 GB) DDR5-5600 CL46 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/14c96d09ebd58a3287587ce2d73692dc.256p.jpg,https://pcpartpicker.com/product/BLdG3C/crucial-pro-96-gb-2-x-48-gb-ddr5-5600-cl46-memory-cp2k48g56c46u5,99258.0,Crucial,CP2K48G56C46U5,DDR5-5600,288-pin DIMM (DDR5),2 x 48GB,$8.542,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:56.333Z
Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-4800 CL38 Memory,,https://pcpartpicker.com/product/9fgFf7/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-4800-cl38-memory-kf548c38bbk2-16,,Kingston,KF548C38BBK2-16,DDR5-4800,288-pin DIMM (DDR5),2 x 8GB,,Black,15.833 ns,38.0,1.1 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:03:57.338Z
Corsair Vengeance RGB 96 GB (2 x 48 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/36e1c3599450e638cdc5330368ab1060.256p.jpg,https://pcpartpicker.com/product/RbTZxr/corsair-vengeance-rgb-96-gb-2-x-48-gb-ddr5-6000-cl30-memory-cmh96gx5m2b6000c30,177205.0,Corsair,CMH96GX5M2B6000C30,DDR5-6000,288-pin DIMM (DDR5),2 x 48GB,$15.802,Black / Silver,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:02.334Z
